accuracy,loss,val_accuracy,val_loss
0.5383822917938232,2.052022695541382,0.4618055522441864,1.162449598312378
0.6875,0.7510789632797241,0.40909090638160706,1.1380876302719116
0.6312897205352783,0.7767065167427063,0.4756944477558136,1.1916296482086182
0.71875,0.7705714702606201,0.4545454680919647,1.016168475151062
0.6716468930244446,0.7250157594680786,0.5260416865348816,1.1725465059280396
0.75,0.5469846725463867,0.6818181872367859,0.9358060956001282
0.7255710363388062,0.6348079442977905,0.5763888955116272,1.0545401573181152
0.78125,0.5243690013885498,0.4545454680919647,1.3064770698547363
0.7647261023521423,0.5622676610946655,0.5954861044883728,1.3454108238220215
0.84375,0.4491514563560486,0.5909090638160706,1.051458477973938
0.8030225038528442,0.5018017888069153,0.6232638955116272,1.0712790489196777
0.75,0.5575998425483704,0.5,1.4096046686172485
0.822428286075592,0.44294992089271545,0.65625,1.1672848463058472
0.8125,0.46633923053741455,0.6818181872367859,0.8706825375556946
0.8401167988777161,0.4218631684780121,0.6736111044883728,1.2798653841018677
0.875,0.359652578830719,0.5909090638160706,1.014336109161377
0.8698265552520752,0.3482532203197479,0.6788194179534912,1.5751841068267822
0.9375,0.1596306711435318,0.6818181872367859,1.433414340019226
0.8837369084358215,0.3115585148334503,0.7013888955116272,1.4053239822387695
0.84375,0.22207936644554138,0.6363636255264282,3.39077091217041
0.8976472616195679,0.2846386134624481,0.671875,1.3884886503219604
0.84375,0.26753467321395874,0.7727272510528564,1.9852153062820435
0.91190105676651,0.25510039925575256,0.7065972089767456,1.5549858808517456
0.9375,0.12560401856899261,0.7272727489471436,1.5802512168884277
0.9113858938217163,0.249942347407341,0.6996527910232544,1.8075997829437256
0.96875,0.12006936222314835,0.8181818127632141,1.458807110786438
0.9131032228469849,0.24942798912525177,0.7013888955116272,1.578892707824707
0.84375,0.2692391872406006,0.5909090638160706,5.510158061981201
0.9198008179664612,0.22172445058822632,0.6961805820465088,1.9032082557678223
0.96875,0.1734139621257782,0.6363636255264282,2.4376256465911865
0.9304482340812683,0.21399059891700745,0.7135416865348816,1.9372496604919434
1.0,0.113913893699646,0.6363636255264282,3.3695199489593506
0.9306199550628662,0.20183879137039185,0.7256944179534912,1.9062148332595825
0.9375,0.2662363052368164,0.5454545617103577,2.345930337905884
0.9426412582397461,0.1799047440290451,0.6857638955116272,2.3506367206573486
0.90625,0.21472854912281036,0.8181818127632141,0.9080870151519775
0.9503692388534546,0.15631882846355438,0.7065972089767456,2.092562675476074
0.96875,0.13626261055469513,0.7272727489471436,5.480886936187744
0.9476215243339539,0.15806305408477783,0.7395833134651184,2.0390865802764893
0.90625,0.24161335825920105,0.6818181872367859,2.872760057449341
0.9513996243476868,0.14837896823883057,0.6892361044883728,5.209639549255371
0.9375,0.23918265104293823,0.6818181872367859,2.5436413288116455
0.9302765130996704,0.25713053345680237,0.7048611044883728,2.7709200382232666
1.0,0.06601308286190033,0.9090909361839294,0.3203989863395691
0.9453889727592468,0.16197581589221954,0.7135416865348816,2.3103408813476562
0.90625,0.16191533207893372,0.6818181872367859,1.672616958618164
0.952258288860321,0.1468440145254135,0.71875,2.8903441429138184
1.0,0.06055107340216637,0.7272727489471436,4.03908109664917
0.9599862694740295,0.11692820489406586,0.7274305820465088,2.9829046726226807
0.96875,0.07029545307159424,0.7272727489471436,1.0867723226547241
