accuracy,loss,val_accuracy,val_loss
0.4130173325538635,1.082539677619934,0.3194444477558136,1.152068853378296
0.375,1.0889756679534912,0.3636363744735718,1.0525819063186646
0.4258973002433777,1.0545942783355713,0.3229166567325592,1.1588252782821655
0.53125,1.0180540084838867,0.27272728085517883,1.2266708612442017
0.42727115750312805,1.0553454160690308,0.3211805522441864,1.1759040355682373
0.4375,1.0329948663711548,0.3181818127632141,1.1865679025650024
0.4319079518318176,1.0540361404418945,0.3229166567325592,1.157543420791626
0.46875,1.0257036685943604,0.27272728085517883,1.1452800035476685
0.43139275908470154,1.0536023378372192,0.3246527910232544,1.1976542472839355
0.40625,1.0891809463500977,0.22727273404598236,1.1287785768508911
0.4317362308502197,1.0534871816635132,0.3177083432674408,1.149835228919983
0.34375,1.0681360960006714,0.40909090638160706,1.1160274744033813
0.4327666163444519,1.0532824993133545,0.3229166567325592,1.1632896661758423
0.25,1.1201157569885254,0.27272728085517883,1.1481186151504517
0.4324231445789337,1.054296851158142,0.3194444477558136,1.1607842445373535
0.3125,1.0439071655273438,0.3636363744735718,1.161314845085144
0.4322514235973358,1.0529215335845947,0.3211805522441864,1.1765646934509277
0.40625,1.1811904907226562,0.3181818127632141,1.2932782173156738
0.4329383373260498,1.0535107851028442,0.3194444477558136,1.1530075073242188
0.40625,1.0326035022735596,0.3636363744735718,1.127598524093628
0.4289884865283966,1.0529115200042725,0.3211805522441864,1.160723090171814
0.46875,1.0146763324737549,0.3181818127632141,1.2332544326782227
0.4324231445789337,1.053597092628479,0.3298611044883728,1.1679798364639282
0.5,1.0157545804977417,0.09090909361839294,1.3530068397521973
0.429675430059433,1.0540659427642822,0.3177083432674408,1.1588908433914185
0.40625,1.0657682418823242,0.40909090638160706,1.071401596069336
0.4331100881099701,1.052979588508606,0.3177083432674408,1.1728345155715942
0.21875,1.1312236785888672,0.40909090638160706,1.1342532634735107
0.4317362308502197,1.0534703731536865,0.3177083432674408,1.1755294799804688
0.5,1.00662100315094,0.40909090638160706,1.0451698303222656
0.4324231445789337,1.0544402599334717,0.3229166567325592,1.1699070930480957
0.375,1.016616702079773,0.27272728085517883,1.2175414562225342
0.4317362308502197,1.0523625612258911,0.3159722089767456,1.1722567081451416
0.34375,1.064759612083435,0.4545454680919647,0.9777559638023376
0.43053409457206726,1.0535205602645874,0.3194444477558136,1.1673282384872437
0.4375,1.064164400100708,0.3636363744735718,1.1677048206329346
0.43156448006629944,1.053815245628357,0.3263888955116272,1.1640511751174927
0.5625,0.957817018032074,0.1818181872367859,1.353143572807312
0.4319079518318176,1.0528061389923096,0.3194444477558136,1.1592007875442505
0.46875,1.1102933883666992,0.3636363744735718,1.1612343788146973
0.43104928731918335,1.0537441968917847,0.3194444477558136,1.1480300426483154
0.5625,1.006325602531433,0.3636363744735718,1.16910982131958
0.43122100830078125,1.0528836250305176,0.3211805522441864,1.1612353324890137
0.5625,1.0622789859771729,0.3181818127632141,1.1703845262527466
0.433281809091568,1.053005337715149,0.3229166567325592,1.1697089672088623
0.28125,1.2006641626358032,0.27272728085517883,1.2810097932815552
0.4320796728134155,1.0539720058441162,0.3142361044883728,1.16623055934906
0.4375,1.0074656009674072,0.5,1.0029551982879639
0.43122100830078125,1.0531871318817139,0.3177083432674408,1.1509976387023926
0.59375,1.0218459367752075,0.40909090638160706,1.0708431005477905
